ID,GESTION,CATEGORIA,MES,BIMESTRE,TRIMESTRE,CUATRIMESTRE,SEMESTRE,ADUANA,NANDINA,PARTIDA,SUBPARTIDA,CAPITULO,SECCION,PAIS,AREA,MEDIO,VIA,DEPTO,CUCI,GCE,SECTOR,CODACT,CIIU_SECCION,CIIU,TNT,TNT_GRUPO,TNT_CLASE,KILBRU,KILNET,FINUNI,VALOR
1034,1992,1,4,2,2,1,1,0,0803000000,0803,080300,08,2,211,10,9,2,3,0573,112,1,A12,A,0113,34,21,2,34500,33750,33750,6510
1035,1992,1,4,2,2,1,1,0,0803000000,0803,080300,08,2,211,10,9,3,3,0573,112,1,A12,A,0113,34,21,2,17250,16500,16500,3263
1036,1992,1,4,2,2,1,1,0,2203000000,2203,220300,22,4,239,10,9,3,3,1123,122,4,D3,D,1553,13,21,2,52440,52440,52440,22425
1037,1992,1,4,2,2,1,1,0,0801200000,0801,080120,08,2,249,32,9,3,3,05772,112,1,A1,A,0113,9,21,2,31200,31200,31200,54912
1038,1992,1,4,2,2,1,1,0,0603100000,0603,060310,06,2,249,32,5,9,3,29271,630,1,A61,A,0112,34,21,2,9889,9889,9889,50519
1039,1992,1,4,2,2,1,1,0,0712100000,0712,071210,07,2,249,32,5,9,3,05611,122,4,D6,D,1513,34,21,2,180,180,180,520
1040,1992,1,4,2,2,1,1,0,0813409000,0813,081340,08,2,249,32,5,9,3,05799,112,1,A12,A,0113,34,21,2,150,150,150,550
1041,1992,1,4,2,2,1,1,0,1209991000,1209,120999,12,2,249,32,5,9,3,29259,210,1,A11,A,0111,34,21,2,4130,4130,4130,8693
1042,1992,1,4,2,2,1,1,0,4202190000,4202,420219,42,8,249,32,5,9,3,83129,620,4,D10,D,1912,15,21,2,96,96,96,2488
1043,1992,1,4,2,2,1,1,0,4202190000,4202,420219,42,8,249,32,5,9,3,83129,620,4,D10,D,1912,15,21,2,163,163,163,4757
1044,1992,1,4,2,2,1,1,0,4202999000,4202,420299,42,8,249,32,5,9,3,83199,620,4,D10,D,1912,15,21,2,415,415,415,142977
1045,1992,1,4,2,2,1,1,0,4203109000,4203,420310,42,8,249,32,5,9,3,84811,620,4,D10,D,1810,15,21,2,4,4,4,600
1046,1992,1,4,2,2,1,1,0,4901990000,4901,490199,49,10,249,32,5,9,3,89219,630,4,D29,D,2211,34,21,2,432,432,432,950
1047,1992,1,4,2,2,1,1,0,6110100000,6110,611010,61,11,249,32,5,9,3,8453,620,4,D9,D,1730,34,21,2,653,653,653,17330
1048,1992,1,4,2,2,1,1,0,6115910000,6115,611591,61,11,249,32,5,9,3,84629,630,4,D9,D,1730,34,21,2,7,7,7,106
1049,1992,1,4,2,2,1,1,0,6116910000,6116,611691,61,11,249,32,5,9,3,84692,630,4,D11,D,1810,34,21,2,2,2,2,36
1050,1992,1,4,2,2,1,1,0,6403590000,6403,640359,64,12,249,32,5,9,3,85148,620,4,D12,D,1920,34,21,2,917,917,917,25185
1051,1992,1,4,2,2,1,1,0,6404190000,6404,640419,64,12,249,32,5,9,3,85151,620,4,D12,D,1920,34,21,2,1110,1110,1110,28530
1052,1992,1,4,2,2,1,1,0,6406109000,6406,640610,64,12,249,32,5,9,3,8519,620,4,D12,D,1920,34,21,2,153,153,153,2125
1053,1992,1,4,2,2,1,1,0,6914900000,6914,691490,69,13,249,32,5,9,3,66399,220,4,D29,D,2691,34,21,2,527,527,527,1056
1054,1992,1,4,2,2,1,1,0,9202900000,9202,920290,92,18,249,32,5,9,3,89815,610,4,D29,D,3692,34,21,2,4,4,4,71
1055,1992,1,4,2,2,1,1,0,9205900000,9205,920590,92,18,249,32,5,9,3,89823,610,4,D29,D,3692,34,21,2,2,2,2,31
1056,1992,1,4,2,2,1,1,0,9502100000,9502,950210,95,20,249,32,5,9,3,89422,620,4,D29,D,3694,34,21,2,6,6,6,95
1057,1992,1,4,2,2,1,1,0,9505900000,9505,950590,95,20,249,32,5,9,3,89449,630,4,D29,D,3699,34,21,2,11,11,11,168
1058,1992,1,4,2,2,1,1,0,0801200000,0801,080120,08,2,249,32,9,3,3,05772,112,1,A1,A,0113,9,21,2,15568,15568,15568,30888
1059,1992,1,4,2,2,1,1,0,0713509000,0713,071350,07,2,275,40,9,3,3,05425,112,1,A11,A,0111,34,21,2,20000,20000,20000,11300
1060,1992,1,4,2,2,1,1,0,0511991000,0511,051199,05,1,275,40,5,9,3,29199,210,1,A11,A,0121,34,21,2,2035,2000,2000,30000
1061,1992,1,4,2,2,1,1,0,4202999000,4202,420299,42,8,386,40,5,9,3,83199,620,4,D10,D,1912,15,21,2,1155,1155,1155,14303
1062,1992,1,4,2,2,1,1,0,4203309000,4203,420330,42,8,386,40,5,9,3,84813,620,4,D10,D,1810,15,21,2,4,4,4,54
1063,1992,1,4,2,2,1,1,0,6110100000,6110,611010,61,11,386,40,5,9,3,8453,620,4,D9,D,1730,34,21,2,4,4,4,47
1064,1992,1,4,2,2,1,1,0,6117909000,6117,611790,61,11,386,40,5,9,3,84699,630,4,D11,D,1810,34,21,2,44,44,44,550
1065,1992,1,4,2,2,1,1,0,6914900000,6914,691490,69,13,386,40,5,9,3,66399,220,4,D29,D,2691,34,21,2,81,81,81,320
1066,1992,1,4,2,2,1,1,0,9205900000,9205,920590,92,18,386,40,5,9,3,89823,610,4,D29,D,3692,34,21,2,525,525,525,6500
1067,1992,1,4,2,2,1,1,0,9504901000,9504,950490,95,20,386,40,5,9,3,89439,620,4,D29,D,3694,34,21,2,263,263,263,3250
1068,1992,1,4,2,2,1,1,0,9701100000,9701,970110,97,21,386,40,5,9,3,89611,610,4,D29,D,3699,34,21,2,2,2,2,12
1069,1992,1,4,2,2,1,1,0,0801200000,0801,080120,08,2,573,40,9,3,3,05772,112,1,A1,A,0113,9,21,2,31168,31168,31168,63492
1070,1992,1,4,2,2,1,1,0,6110100000,6110,611010,61,11,573,40,5,9,3,8453,620,4,D9,D,1730,34,21,2,183,174,174,19693
1071,1992,1,4,2,2,1,1,0,7612100000,7612,761210,76,15,586,10,5,9,3,69242,410,4,D29,D,2899,34,21,2,241,241,241,2535
1072,1992,1,4,2,2,1,1,0,6406109000,6406,640610,64,12,589,10,5,9,3,8519,620,4,D12,D,1920,34,21,2,153,153,153,2125
1073,1992,1,4,2,2,1,1,0,2304000000,2304,230400,23,4,589,10,8,3,3,08131,220,4,D5,D,1514,18,21,2,601312,600000,600000,141000
1074,1992,1,4,2,2,1,1,0,2304000000,2304,230400,23,4,589,10,8,6,3,08131,220,4,D5,D,1514,18,21,2,1102371,1100000,1100000,279165
1075,1992,1,4,2,2,1,1,0,7010900000,7010,701090,70,13,589,10,9,10,3,66511,220,4,D29,D,2610,34,21,2,152290,148801,148801,76740
1076,1992,1,4,2,2,1,1,0,2607000000,2607,260700,26,5,628,40,9,3,3,2874,210,3,C7,C,1320,6,11,1,1996410,1876625,1326810,702027
1077,1992,1,4,2,2,1,1,0,2608000000,2608,260800,26,5,628,40,9,3,3,2875,210,3,C4,C,1320,3,11,1,3000000,2820000,1701306,2075330
1078,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,628,40,9,3,3,28911,210,3,C9,C,1320,8,11,1,3590,3375,2386,313837
1079,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,23,40,5,9,4,28911,210,3,C9,C,1320,8,11,1,1041,930,305,39530
1080,1992,1,4,2,2,1,1,0,2616901000,2616,261690,26,5,23,40,5,9,4,28919,210,3,C8,C,1320,7,11,1,212,190,62,681515
1081,1992,1,4,2,2,1,1,0,8001100000,8001,800110,80,15,63,10,8,8,4,68711,220,4,D17,D,2720,2,11,1,29947,29831,29813,168259
1082,1992,1,4,2,2,1,1,0,2609000000,2609,260900,26,5,87,40,8,3,4,2876,210,3,C3,C,1320,2,11,1,121918,120385,63884,370407
1083,1992,1,4,2,2,1,1,0,2608000000,2608,260800,26,5,87,40,9,3,4,2875,210,3,C4,C,1320,3,11,1,2935720,2710676,1182642,1466163
1084,1992,1,4,2,2,1,1,0,2609000000,2609,260900,26,5,87,40,9,3,4,2876,210,3,C3,C,1320,2,11,1,189650,185437,97687,557922
1085,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,87,40,9,3,4,28911,210,3,C9,C,1320,8,11,1,3471,3184,1393,180857
1086,1992,1,4,2,2,1,1,0,8001100000,8001,800110,80,15,169,10,9,3,4,68711,220,4,D17,D,2720,2,11,1,23075,22983,22963,128807
1087,1992,1,4,2,2,1,1,0,8001100000,8001,800110,80,15,169,10,5,9,4,68711,220,4,D17,D,2720,2,11,1,5020,5000,4996,28967
1088,1992,1,4,2,2,1,1,0,8001100000,8001,800110,80,15,169,10,9,5,4,68711,220,4,D17,D,2720,2,11,1,22080,21992,21972,124006
1089,1992,1,4,2,2,1,1,0,8001100000,8001,800110,80,15,169,10,9,10,4,68711,220,4,D17,D,2720,2,11,1,5017,4997,4993,28180
1090,1992,1,4,2,2,1,1,0,8001100000,8001,800110,80,15,211,10,9,3,4,68711,220,4,D17,D,2720,2,11,1,54325,54117,54086,306353
1091,1992,1,4,2,2,1,1,0,2611000000,2611,261100,26,5,249,32,9,3,4,28792,210,3,C5,C,1320,4,11,1,18435,18362,13030,73003
1092,1992,1,4,2,2,1,1,0,8001100000,8001,800110,80,15,249,32,9,3,4,68711,220,4,D17,D,2720,2,11,1,556052,553932,553611,3185050
1093,1992,1,4,2,2,1,1,0,8110001000,8110,811000,81,15,249,32,9,3,4,68993,220,4,D20,D,2720,5,11,1,210907,202471,165621,226381
1094,1992,1,4,2,2,1,1,0,2607000000,2607,260700,26,5,275,40,9,2,4,2874,210,3,C7,C,1320,6,11,1,12881,12495,6386,3378
1095,1992,1,4,2,2,1,1,0,2608000000,2608,260800,26,5,275,40,9,2,4,2875,210,3,C4,C,1320,3,11,1,856956,831249,358557,446031
1096,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,275,40,9,2,4,28911,210,3,C9,C,1320,8,11,1,1892,1833,805,104367
1097,1992,1,4,2,2,1,1,0,2607000000,2607,260700,26,5,275,40,9,3,4,2874,210,3,C7,C,1320,6,11,1,110380,103757,44045,23005
1098,1992,1,4,2,2,1,1,0,2608000000,2608,260800,26,5,275,40,9,3,4,2875,210,3,C4,C,1320,3,11,1,55191,51879,22023,27189
1099,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,275,40,9,3,4,28911,210,3,C9,C,1320,8,11,1,1774,1668,708,91735
1100,1992,1,4,2,2,1,1,0,8001100000,8001,800110,80,15,573,40,9,3,4,68711,220,4,D17,D,2720,2,11,1,153732,153132,153055,887436
1101,1992,1,4,2,2,1,1,0,8001100000,8001,800110,80,15,589,10,9,10,4,68711,220,4,D17,D,2720,2,11,1,3008,2996,2994,17361
1102,1992,1,4,2,2,1,1,0,8001100000,8001,800110,80,15,589,10,9,10,4,68711,220,4,D17,D,2720,2,11,1,6046,6022,6017,33959
1103,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,628,40,5,9,4,28911,210,3,C9,C,1320,8,11,1,917,814,282,36501
1104,1992,1,4,2,2,1,1,0,2616901000,2616,261690,26,5,628,40,5,9,4,28919,210,3,C8,C,1320,7,11,1,180,160,55,602459
1105,1992,1,4,2,2,1,1,0,2607000000,2607,260700,26,5,767,42,9,3,4,2874,210,3,C7,C,1320,6,11,1,324547,292093,57191,30260
1106,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,767,42,9,3,4,28911,210,3,C9,C,1320,8,11,1,9908,8917,1746,229574
1107,1992,1,4,2,2,1,1,0,0510001000,0510,051000,05,1,845,10,5,9,4,29198,210,1,A11,A,0122,34,21,2,30,30,30,285000
1108,1992,1,4,2,2,1,1,0,8001100000,8001,800110,80,15,850,10,9,3,4,68711,220,4,D17,D,2720,2,11,1,108403,107983,107929,604373
1109,1992,1,4,2,2,1,1,0,2607000000,2607,260700,26,5,999,99,9,3,4,2874,210,3,C7,C,1320,6,11,1,2243344,2020465,405490,214548
1110,1992,1,4,2,2,1,1,0,2609000000,2609,260900,26,5,999,99,9,3,4,2876,210,3,C3,C,1320,2,11,1,20000,19200,11155,64680
1111,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,999,99,9,3,4,28911,210,3,C9,C,1320,8,11,1,66991,60338,11983,1553469
1112,1992,1,4,2,2,1,1,0,2608000000,2608,260800,26,5,23,40,9,2,5,2875,210,3,C4,C,1320,3,11,1,620800,583552,295327,374968
1113,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,23,40,9,2,5,28911,210,3,C9,C,1320,8,11,1,1200,1127,566,73489
1114,1992,1,4,2,2,1,1,0,2611000000,2611,261100,26,5,23,40,9,3,5,28792,210,3,C5,C,1320,4,11,1,13807,13255,9325,52234
1115,1992,1,4,2,2,1,1,0,2830909010,2830,283090,28,6,23,40,9,3,5,52342,220,4,D16,D,2411,5,11,1,40800,39331,26808,38858
1116,1992,1,4,2,2,1,1,0,6110100000,6110,611010,61,11,23,40,5,9,5,8453,620,4,D9,D,1730,34,21,2,124,124,124,3462
1117,1992,1,4,2,2,1,1,0,2511100000,2511,251110,25,5,63,10,8,8,5,27892,210,3,C10,C,1421,30,11,1,344240,337355,316675,13770
1118,1992,1,4,2,2,1,1,0,2502000000,2502,250200,25,5,63,10,9,8,5,2742,210,3,C10,C,1421,30,11,1,30500,30000,11160,141
1119,1992,1,4,2,2,1,1,0,2609000000,2609,260900,26,5,63,10,9,8,5,2876,210,3,C3,C,1320,2,11,1,91676,88356,18843,106878
1120,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,63,10,9,8,5,28911,210,3,C9,C,1320,8,11,1,27894,26778,121,15716
1121,1992,1,4,2,2,1,1,0,2617100000,2617,261710,26,5,63,10,9,8,5,28799,210,3,C6,C,1320,5,11,1,30791,29559,18445,26735
1122,1992,1,4,2,2,1,1,0,2607000000,2607,260700,26,5,87,40,9,2,5,2874,210,3,C7,C,1320,6,11,1,96282,90505,42112,22282
1123,1992,1,4,2,2,1,1,0,2608000000,2608,260800,26,5,87,40,9,2,5,2875,210,3,C4,C,1320,3,11,1,1725361,1565393,660605,828714
1124,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,87,40,9,2,5,28911,210,3,C9,C,1320,8,11,1,14937,13518,5772,749016
1125,1992,1,4,2,2,1,1,0,2608000000,2608,260800,26,5,87,40,9,3,5,2875,210,3,C4,C,1320,3,11,1,2013325,1892523,914885,1165501
1126,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,87,40,9,3,5,28911,210,3,C9,C,1320,8,11,1,3152,2965,1453,188675
1127,1992,1,4,2,2,1,1,0,2528100000,2528,252810,25,5,105,10,9,8,5,27894,210,3,C12,C,1421,30,11,1,100202,100000,100000,23000
1128,1992,1,4,2,2,1,1,0,8110009000,8110,811000,81,15,211,10,8,2,5,68993,220,4,D20,D,2720,5,11,1,19970,19764,19428,28164
1129,1992,1,4,2,2,1,1,0,8110001000,8110,811000,81,15,211,10,8,2,5,68993,220,4,D20,D,2720,5,11,1,132512,130051,107418,146825
1130,1992,1,4,2,2,1,1,0,8110009000,8110,811000,81,15,211,10,8,2,5,68993,220,4,D20,D,2720,5,11,1,36994,36431,35928,52086
1131,1992,1,4,2,2,1,1,0,2608000000,2608,260800,26,5,211,10,8,3,5,2875,210,3,C4,C,1320,3,11,1,40000,37480,18740,23136
1132,1992,1,4,2,2,1,1,0,2611000000,2611,261100,26,5,249,32,8,2,5,28792,210,3,C5,C,1320,4,11,1,40120,37306,26459,125929
1133,1992,1,4,2,2,1,1,0,2607000000,2607,260700,26,5,275,40,9,2,5,2874,210,3,C7,C,1320,6,11,1,21957,20640,11806,6247
1134,1992,1,4,2,2,1,1,0,2608000000,2608,260800,26,5,275,40,9,2,5,2875,210,3,C4,C,1320,3,11,1,484845,461554,239883,297466
1135,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,275,40,9,2,5,28911,210,3,C9,C,1320,8,11,1,439,411,206,26702
1136,1992,1,4,2,2,1,1,0,7106911000,7106,710691,71,14,275,40,5,9,5,68113,220,4,D23,D,2720,8,11,1,4281,4037,4033,523159
1137,1992,1,4,2,2,1,1,0,2609000000,2609,260900,26,5,455,54,9,3,5,2876,210,3,C3,C,1320,2,11,1,120943,116794,69769,397529
1138,1992,1,4,2,2,1,1,0,8110009000,8110,811000,81,15,628,40,8,2,5,68993,220,4,D20,D,2720,5,11,1,16895,16565,16391,23759
1139,1992,1,4,2,2,1,1,0,8110001000,8110,811000,81,15,628,40,8,3,5,68993,220,4,D20,D,2720,5,11,1,106774,104194,85752,119102
1140,1992,1,4,2,2,1,1,0,2608000000,2608,260800,26,5,628,40,9,2,5,2875,210,3,C4,C,1320,3,11,1,10986780,10327572,5102790,6401690
1141,1992,1,4,2,2,1,1,0,2616100000,2616,261610,26,5,628,40,9,2,5,28911,210,3,C9,C,1320,8,11,1,13220,12428,6121,793897
1142,1992,1,4,2,2,1,1,0,4407009011,4407,440700,44,9,63,10,9,5,6,24501,220,4,D13,D,2010,16,21,2,30270,30270,13644,7895
1143,1992,1,4,2,2,1,1,0,4407009090,4407,440700,44,9,63,10,9,5,6,24501,220,4,D13,D,2010,16,21,2,44730,44730,16709,8474
1144,1992,1,4,2,2,1,1,0,4409109000,4409,440910,44,9,63,10,9,5,6,2483,220,4,D13,D,2010,16,21,2,168000,168000,111365,83970
1145,1992,1,4,2,2,1,1,0,6212900000,6212,621290,62,11,63,10,9,5,6,84552,630,4,D11,D,1810,34,21,2,240,240,240,3660
1146,1992,1,4,2,2,1,1,0,9403600000,9403,940360,94,20,63,10,9,5,6,82159,610,4,D30,D,3610,34,21,2,2455,2455,2455,4761
1147,1992,1,4,2,2,1,1,0,2711210000,2711,271121,27,5,63,10,10,5,6,3432,310,2,C1,C,1110,19,12,1,233510848,233510848,233510848,15291282
1148,1992,1,4,2,2,1,1,0,2709000000,2709,270900,27,5,63,10,10,7,6,3330,310,2,C2,C,1110,31,12,1,2000000,2000000,2000000,124160
1149,1992,1,4,2,2,1,1,0,4104220000,4104,410422,41,8,211,10,5,9,6,61141,220,4,D10,D,1911,15,21,2,39450,38850,38850,60000
1150,1992,1,4,2,2,1,1,0,2304000000,2304,230400,23,4,211,10,8,5,6,08131,220,4,D5,D,1514,18,21,2,501064,500000,500000,119000
1151,1992,1,4,2,2,1,1,0,2207100000,2207,220710,22,4,211,10,9,7,6,51215,220,4,D3,D,1551,13,21,2,890800,890800,1100000,231400
1152,1992,1,4,2,2,1,1,0,0703200000,0703,070320,07,2,249,32,9,3,6,05452,112,1,A11,A,0112,34,21,2,10000,10000,10000,5556
1153,1992,1,4,2,2,1,1,0,0603100000,0603,060310,06,2,249,32,5,9,6,29271,630,1,A61,A,0112,34,21,2,4714,4714,4714,3388
1154,1992,1,4,2,2,1,1,0,1701990000,1701,170199,17,4,589,10,9,10,6,06129,122,4,D2,D,1542,12,21,2,9821148,9821148,9821148,3191825
1155,1992,1,4,2,2,1,1,0,4407009010,4407,440700,44,9,53,56,8,4,7,24501,220,4,D13,D,2010,16,21,2,145515,145515,70007,95493
1156,1992,1,4,2,2,1,1,0,4407009012,4407,440700,44,9,53,56,8,4,7,24501,220,4,D13,D,2010,16,21,2,27207,27207,12803,16069
1157,1992,1,4,2,2,1,1,0,4407009090,4407,440700,44,9,53,56,8,4,7,24501,220,4,D13,D,2010,16,21,2,6818,6818,3172,3809
1158,1992,1,4,2,2,1,1,0,0105110000,0105,010511,01,1,63,10,5,9,7,00141,111,1,A11,A,0122,34,21,2,1412,1412,1412,6840
1159,1992,1,4,2,2,1,1,0,6405200000,6405,640520,64,12,63,10,5,9,7,85159,620,4,D12,D,1920,34,21,2,204,204,204,1254
1160,1992,1,4,2,2,1,1,0,4407009010,4407,440700,44,9,63,10,8,5,7,24501,220,4,D13,D,2010,16,21,2,633750,633750,319584,234783
1161,1992,1,4,2,2,1,1,0,4407009011,4407,440700,44,9,63,10,8,5,7,24501,220,4,D13,D,2010,16,21,2,67300,67300,42637,25892
1162,1992,1,4,2,2,1,1,0,4407009012,4407,440700,44,9,63,10,8,5,7,24501,220,4,D13,D,2010,16,21,2,439800,439800,201688,268121
1163,1992,1,4,2,2,1,1,0,7204290000,7204,720429,72,15,63,10,8,5,7,28229,210,4,D29,D,3710,34,21,2,316600,316600,316600,6000
1164,1992,1,4,2,2,1,1,0,7321111000,7321,732111,73,15,63,10,8,5,7,69731,610,4,D29,D,2930,34,21,2,1249,1249,1249,3522
1165,1992,1,4,2,2,1,1,0,9403600000,9403,940360,94,20,63,10,8,5,7,82159,610,4,D30,D,3610,34,21,2,2300,2300,2300,2602
1166,1992,1,4,2,2,1,1,0,4407009012,4407,440700,44,9,63,10,8,8,7,24501,220,4,D13,D,2010,16,21,2,26400,26400,16500,14025
1167,1992,1,4,2,2,1,1,0,4418200000,4418,441820,44,9,63,10,8,10,7,63532,220,4,D13,D,2022,16,21,2,14646,14646,14646,39204
1168,1992,1,4,2,2,1,1,0,3915900000,3915,391590,39,7,63,10,9,5,7,5799,220,4,D29,D,3720,34,21,2,6000,6000,6000,1200
1169,1992,1,4,2,2,1,1,0,4407009010,4407,440700,44,9,63,10,9,5,7,24501,220,4,D13,D,2010,16,21,2,183580,182509,105072,75810
1170,1992,1,4,2,2,1,1,0,4407009011,4407,440700,44,9,63,10,9,5,7,24501,220,4,D13,D,2010,16,21,2,31578,31578,18936,14200
1171,1992,1,4,2,2,1,1,0,4407009012,4407,440700,44,9,63,10,9,5,7,24501,220,4,D13,D,2010,16,21,2,402411,335716,144993,219632
1172,1992,1,4,2,2,1,1,0,4408009010,4408,440800,44,9,63,10,9,5,7,24501,220,4,D13,D,2021,16,21,2,3490,2976,1982,4250
1173,1992,1,4,2,2,1,1,0,4408009012,4408,440800,44,9,63,10,9,5,7,24501,220,4,D13,D,2021,16,21,2,19790,18102,13241,21620
1174,1992,1,4,2,2,1,1,0,7404000000,7404,740400,74,15,63,10,9,5,7,28821,210,4,D24,D,3710,30,11,1,9825,9825,9825,6255
1175,1992,1,4,2,2,1,1,0,7902000000,7902,790200,79,15,63,10,9,5,7,28825,210,4,D29,D,2720,3,11,1,9825,9825,9825,6255
1176,1992,1,4,2,2,1,1,0,1208100000,1208,120810,12,2,90,39,9,3,7,2239,121,4,D5,D,1514,18,21,2,170460,170460,170460,32387
1177,1992,1,4,2,2,1,1,0,2304000000,2304,230400,23,4,90,39,9,3,7,08131,220,4,D5,D,1514,18,21,2,295020,295020,295020,56054
1178,1992,1,4,2,2,1,1,0,0708200000,0708,070820,07,2,105,10,8,4,7,05457,112,1,A11,A,0112,34,21,2,419040,419040,419040,157978
1179,1992,1,4,2,2,1,1,0,0713309000,0713,071330,07,2,105,10,8,4,7,05423,112,1,A11,A,0111,34,21,2,40000,40000,40000,12000
1180,1992,1,4,2,2,1,1,0,1404200000,1404,140420,14,2,105,10,8,4,7,2632,210,4,D16,D,2411,17,21,2,120880,120000,120000,185400
1181,1992,1,4,2,2,1,1,0,4818400000,4818,481840,48,10,105,10,8,4,7,64295,630,4,D29,D,2109,34,21,2,6000,6000,6000,14400
1182,1992,1,4,2,2,1,1,0,4402000000,4402,440200,44,9,105,10,9,4,7,24502,210,4,D16,D,2411,34,21,2,81000,81000,81000,1620
1183,1992,1,4,2,2,1,1,0,2304000000,2304,230400,23,4,169,10,11,3,7,08131,220,4,D5,D,1514,18,21,2,1852990,1848000,1848000,430040
1184,1992,1,4,2,2,1,1,0,5001000000,5001,500100,50,11,190,57,9,3,7,26141,210,1,A11,A,0122,34,21,2,3750,3750,3750,47625
1185,1992,1,4,2,2,1,1,0,7103109000,7103,710310,71,14,190,57,5,9,7,66731,210,3,C14,C,1429,30,11,1,46,32,32,237
1186,1992,1,4,2,2,1,1,0,4104390000,4104,410439,41,8,211,10,5,9,7,61142,220,4,D10,D,1911,15,21,2,1117,1117,1117,14250
1187,1992,1,4,2,2,1,1,0,6802210000,6802,680221,68,13,211,10,8,10,7,66134,220,4,D29,D,2696,30,11,1,2345,2345,2345,1449
1188,1992,1,4,2,2,1,1,0,2008910000,2008,200891,20,4,211,10,9,3,7,05896,122,4,D6,D,1513,34,21,2,11990,11990,11990,30030
1189,1992,1,4,2,2,1,1,0,4104220000,4104,410422,41,8,211,10,9,3,7,61141,220,4,D10,D,1911,15,21,2,58800,58800,58800,100950
1190,1992,1,4,2,2,1,1,0,5205130000,5205,520513,52,11,211,10,9,3,7,65133,220,4,D9,D,1711,17,21,2,14724,13524,13524,45871
1191,1992,1,4,2,2,1,1,0,1208100000,1208,120810,12,2,239,10,11,3,7,2239,121,4,D5,D,1514,18,21,2,881930,880000,880000,246400
1192,1992,1,4,2,2,1,1,0,5205130000,5205,520513,52,11,245,40,9,3,7,65133,220,4,D9,D,1711,17,21,2,12997,11674,11674,37355
1193,1992,1,4,2,2,1,1,0,7103109000,7103,710310,71,14,245,40,5,9,7,66731,210,3,C14,C,1429,30,11,1,100,80,80,1414
1194,1992,1,4,2,2,1,1,0,7104100000,7104,710410,71,14,245,40,5,9,7,66741,220,4,D16,D,2411,30,11,1,112,100,100,450
1195,1992,1,4,2,2,1,1,0,4104310000,4104,410431,41,8,245,40,9,3,7,61142,220,4,D10,D,1911,15,21,2,10281,10281,10281,96040
1196,1992,1,4,2,2,1,1,0,4418200000,4418,441820,44,9,245,40,9,3,7,63532,220,4,D13,D,2022,16,21,2,54658,54658,54658,316056
1197,1992,1,4,2,2,1,1,0,4407009012,4407,440700,44,9,249,32,9,3,7,24501,220,4,D13,D,2010,16,21,2,142137,142137,90578,114845
1198,1992,1,4,2,2,1,1,0,4203309000,4203,420330,42,8,249,32,5,9,7,84813,620,4,D10,D,1810,15,21,2,30,30,30,806
1199,1992,1,4,2,2,1,1,0,4407009012,4407,440700,44,9,249,32,8,4,7,24501,220,4,D13,D,2010,16,21,2,70300,70300,17805,48717
1200,1992,1,4,2,2,1,1,0,4407009010,4407,440700,44,9,275,40,8,4,7,24501,220,4,D13,D,2010,16,21,2,36100,36100,21442,21759
1201,1992,1,4,2,2,1,1,0,4409201000,4409,440920,44,9,386,40,9,3,7,2485,220,4,D13,D,2010,16,21,2,16500,16500,13110,23658
1202,1992,1,4,2,2,1,1,0,4407009011,4407,440700,44,9,386,40,8,4,7,24501,220,4,D13,D,2010,16,21,2,1000,1000,552,860
1203,1992,1,4,2,2,1,1,0,4104220000,4104,410422,41,8,386,40,9,3,7,61141,220,4,D10,D,1911,15,21,2,19000,19000,19000,43200
1204,1992,1,4,2,2,1,1,0,4407009010,4407,440700,44,9,493,10,9,3,7,24501,220,4,D13,D,2010,16,21,2,104572,104572,61504,49211
1205,1992,1,4,2,2,1,1,0,4407009011,4407,440700,44,9,493,10,9,3,7,24501,220,4,D13,D,2010,16,21,2,65012,65012,34217,35244
1206,1992,1,4,2,2,1,1,0,4407009012,4407,440700,44,9,493,10,9,3,7,24501,220,4,D13,D,2010,16,21,2,51721,51721,31259,26683
1207,1992,1,4,2,2,1,1,0,4104310000,4104,410431,41,8,493,10,9,3,7,61142,220,4,D10,D,1911,15,21,2,4600,4600,4600,43600
1208,1992,1,4,2,2,1,1,0,4407009010,4407,440700,44,9,493,10,9,3,7,24501,220,4,D13,D,2010,16,21,2,134048,134048,74044,59019
1209,1992,1,4,2,2,1,1,0,4407009012,4407,440700,44,9,493,10,9,3,7,24501,220,4,D13,D,2010,16,21,2,74841,74841,42436,43768
1210,1992,1,4,2,2,1,1,0,2601110000,2601,260111,26,5,586,10,3,4,7,2815,210,3,C10,C,1310,30,11,1,12240000,12000000,12000000,151200
1211,1992,1,4,2,2,1,1,0,8507100000,8507,850710,85,16,586,10,8,5,7,77812,530,4,D29,D,3140,34,21,2,24241,23870,23870,48782
